seq.c:135	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:139	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:146	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:149	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:150	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:152	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:154	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:155	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:156	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:167	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:168	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:169	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:170	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:177	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:186	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:189	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:190	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:194	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:200	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:201	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:202	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:203	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:209	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:210	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:211	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:212	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:215	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:216	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:217	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:220	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:221	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:222	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:223	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:224	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:225	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:226	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:227	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:228	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
seq.c:238	1.000000	1.000000	1.000000	1.000000	1.000000	0.500000	1.000000	1.000000	4.000000	1.000000	2.000000	1.414214
