du.c:100	0.000000	0.000000	0.000000	0.000000	-0.758621	0.000000	0.000000	-1.000000	9.589395	2.165737	0.000000	0.000000
du.c:1001	0.549020	0.204124	0.041667	1.000000	0.206897	0.034483	1.000000	5.000000	11.267967	1.948289	1.021277	4.123106
du.c:102	0.000000	0.000000	0.000000	0.000000	-0.758621	0.000000	0.000000	-1.000000	9.589395	2.165737	0.000000	0.000000
du.c:103	0.000000	0.000000	0.000000	0.000000	-0.758621	0.000000	0.000000	-1.000000	9.589395	2.165737	0.000000	0.000000
du.c:104	0.000000	0.000000	0.000000	0.000000	-0.758621	0.000000	0.000000	-1.000000	9.589395	2.165737	0.000000	0.000000
du.c:105	0.000000	0.000000	0.000000	0.000000	-0.758621	0.000000	0.000000	-1.000000	9.589395	2.165737	0.000000	0.000000
du.c:253	0.000000	0.000000	0.000000	0.000000	-0.034483	0.000000	0.000000	-1.000000	11.392305	1.000000	0.000000	0.000000
du.c:255	0.000000	0.000000	0.000000	0.000000	-0.034483	0.000000	0.000000	-1.000000	11.392305	1.000000	0.000000	0.000000
du.c:256	0.000000	0.000000	0.000000	0.000000	-0.034483	0.000000	0.000000	-1.000000	11.392305	1.000000	0.000000	0.000000
du.c:332	0.000000	0.000000	0.000000	0.000000	-0.034483	0.000000	0.000000	-1.000000	11.392305	1.000000	0.000000	0.000000
du.c:339	0.000000	0.000000	0.000000	0.000000	-0.310345	0.000000	0.000000	-1.000000	11.717798	1.732051	0.000000	0.000000
du.c:341	0.000000	0.000000	0.000000	0.000000	-0.310345	0.000000	0.000000	-1.000000	11.717798	1.732051	0.000000	0.000000
du.c:342	0.000000	0.000000	0.000000	0.000000	-0.310345	0.000000	0.000000	-1.000000	11.717798	1.732051	0.000000	0.000000
du.c:344	0.000000	0.000000	0.000000	0.000000	-0.310345	0.000000	0.000000	-1.000000	11.717798	1.732051	0.000000	0.000000
du.c:352	0.000000	0.000000	0.000000	0.000000	-0.034483	0.000000	0.000000	-1.000000	11.392305	1.000000	0.000000	0.000000
du.c:354	0.000000	0.000000	0.000000	0.000000	-0.034483	0.000000	0.000000	-1.000000	11.392305	1.000000	0.000000	0.000000
du.c:355	0.000000	0.000000	0.000000	0.000000	-0.034483	0.000000	0.000000	-1.000000	11.392305	1.000000	0.000000	0.000000
du.c:358	0.000000	0.000000	0.000000	0.000000	-0.034483	0.000000	0.000000	-1.000000	11.392305	1.000000	0.000000	0.000000
du.c:359	0.000000	0.000000	0.000000	0.000000	-0.034483	0.000000	0.000000	-1.000000	11.392305	1.000000	0.000000	0.000000
du.c:360	0.000000	0.000000	0.000000	0.000000	-0.034483	0.000000	0.000000	-1.000000	11.392305	1.000000	0.000000	0.000000
du.c:361	0.000000	0.000000	0.000000	0.000000	-0.034483	0.000000	0.000000	-1.000000	11.392305	1.000000	0.000000	0.000000
du.c:370	0.000000	0.000000	0.000000	0.000000	-0.758621	0.000000	0.000000	-1.000000	9.589395	2.165737	0.000000	0.000000
du.c:373	0.000000	0.000000	0.000000	0.000000	-0.758621	0.000000	0.000000	-1.000000	9.589395	2.165737	0.000000	0.000000
du.c:375	0.000000	0.000000	0.000000	0.000000	-0.758621	0.000000	0.000000	-1.000000	9.589395	2.165737	0.000000	0.000000
du.c:380	0.000000	0.000000	0.000000	0.000000	-0.758621	0.000000	0.000000	-1.000000	9.589395	2.165737	0.000000	0.000000
du.c:382	0.000000	0.000000	0.000000	0.000000	-0.758621	0.000000	0.000000	-1.000000	9.589395	2.165737	0.000000	0.000000
du.c:383	0.000000	0.000000	0.000000	0.000000	-0.758621	0.000000	0.000000	-1.000000	9.589395	2.165737	0.000000	0.000000
du.c:385	0.000000	0.000000	0.000000	0.000000	-0.034483	0.000000	0.000000	-1.000000	11.392305	1.000000	0.000000	0.000000
du.c:386	0.000000	0.000000	0.000000	0.000000	-0.034483	0.000000	0.000000	-1.000000	11.392305	1.000000	0.000000	0.000000
