,,Hybrid 5 - TCAS,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ochiai,,Jaccard,,Tarantula,,wong1,,naish2,,russel_rao,,binary,,naish1,,GP02,,GP03,,GP13,,GP19,,,
SUBJECT,Version,LOC,Score ,LOC,Score,LOC,Scrore,LOC,Scrore,LOC,Scrore,LOC,Scrore,LOC,Scrore,LOC,Scrore,LOC,Scrore,LOC,Scrore,LOC,Scrore,LOC,Scrore,,
Tcas,v1,5,0.9166666667,5,0.9166666667,5,0.9166666667,29,0.5166666667,5,0.9166666667,29,0.5166666667,29,0.5166666667,28,0.5333333333,28,0.5333333333,28,0.5333333333,5,0.9166666667,29,0.5166666667,,
Tcas,v2,31,0.4833333333,31,0.4833333333,31,0.4833333333,32,0.4666666667,31,0.4833333333,32,0.4666666667,32,0.4666666667,5,0.9166666667,32,0.4666666667,31,0.4833333333,31,0.4833333333,5,0.9166666667,,
Tcas,v3,25,0.5833333333,25,0.5833333333,25,0.5833333333,25,0.5833333333,25,0.5833333333,25,0.5833333333,25,0.5833333333,25,0.5833333333,25,0.5833333333,24,0.6,25,0.5833333333,25,0.5833333333,,
Tcas,v4,3,0.95,3,0.95,3,0.95,28,0.5333333333,3,0.95,28,0.5333333333,28,0.5333333333,28,0.5333333333,28,0.5333333333,27,0.55,3,0.95,3,0.95,,
Tcas,v5,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,,
Tcas,v6,28,0.5333333333,28,0.5333333333,28,0.5333333333,28,0.5333333333,28,0.5333333333,28,0.5333333333,28,0.5333333333,28,0.5333333333,27,0.55,27,0.55,28,0.5333333333,28,0.5333333333,,
Tcas,v7,22,0.6333333333,22,0.6333333333,22,0.6333333333,5,0.9166666667,22,0.6333333333,5,0.9166666667,5,0.9166666667,22,0.6333333333,22,0.6333333333,22,0.6333333333,22,0.6333333333,22,0.6333333333,,
Tcas,v8,20,0.6666666667,20,0.6666666667,20,0.6666666667,5,0.9166666667,20,0.6666666667,5,0.9166666667,5,0.9166666667,20,0.6666666667,20,0.6666666667,5,0.9166666667,20,0.6666666667,5,0.9166666667,,
Tcas,v9,29,0.5166666667,29,0.5166666667,29,0.5166666667,30,0.5,29,0.5166666667,30,0.5,30,0.5,29,0.5166666667,30,0.5,29,0.5166666667,29,0.5166666667,30,0.5,,
Tcas,v10,28,0.5333333333,28,0.5333333333,28,0.5333333333,3,0.95,28,0.5333333333,28,0.5333333333,28,0.5333333333,28,0.5333333333,2,0.9666666667,5,0.9166666667,2,0.9666666667,28,0.5333333333,,
Tcas,v11,20,0.6551724138,20,0.6551724138,20,0.6551724138,3,0.9482758621,20,0.6551724138,20,0.6551724138,20,0.6551724138,20,0.6551724138,2,0.9655172414,5,0.9137931034,2,0.9655172414,20,0.6551724138,,
Tcas,v12,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,,
Tcas,v15,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,,
Tcas,v16,23,0.6166666667,23,0.6166666667,23,0.6166666667,5,0.9166666667,23,0.6166666667,5,0.9166666667,5,0.9166666667,23,0.6166666667,23,0.6166666667,23,0.6166666667,23,0.6166666667,23,0.6166666667,,
Tcas,v17,22,0.6333333333,22,0.6333333333,22,0.6333333333,5,0.9166666667,22,0.6333333333,5,0.9166666667,5,0.9166666667,22,0.6333333333,22,0.6333333333,22,0.6333333333,22,0.6333333333,22,0.6333333333,,
Tcas,v18,21,0.65,21,0.65,21,0.65,5,0.9166666667,21,0.65,5,0.9166666667,5,0.9166666667,21,0.65,21,0.65,21,0.65,21,0.65,21,0.65,,
Tcas,v19,20,0.6666666667,20,0.6666666667,20,0.6666666667,5,0.9166666667,20,0.6666666667,5,0.9166666667,5,0.9166666667,20,0.6666666667,20,0.6666666667,20,0.6666666667,20,0.6666666667,5,0.9166666667,,
Tcas,v20,29,0.5166666667,29,0.5166666667,29,0.5166666667,30,0.5,29,0.5166666667,30,0.5,30,0.5,5,0.9166666667,29,0.5166666667,29,0.5166666667,29,0.5166666667,30,0.5,,
Tcas,v21,29,0.5166666667,29,0.5166666667,29,0.5166666667,30,0.5,29,0.5166666667,30,0.5,30,0.5,5,0.9166666667,29,0.5166666667,29,0.5166666667,29,0.5166666667,30,0.5,,
Tcas,v22,29,0.5166666667,29,0.5166666667,29,0.5166666667,29,0.5166666667,29,0.5166666667,29,0.5166666667,29,0.5166666667,5,0.9166666667,29,0.5166666667,29,0.5166666667,29,0.5166666667,29,0.5166666667,,
Tcas,v23,29,0.5166666667,29,0.5166666667,29,0.5166666667,30,0.5,29,0.5166666667,30,0.5,30,0.5,29,0.5166666667,30,0.5,29,0.5166666667,29,0.5166666667,29,0.5166666667,,
Tcas,v24,29,0.5166666667,29,0.5166666667,29,0.5166666667,29,0.5166666667,29,0.5166666667,29,0.5166666667,29,0.5166666667,28,0.5333333333,28,0.5333333333,29,0.5166666667,29,0.5166666667,5,0.9166666667,,
Tcas,v25,2,0.9666666667,2,0.9666666667,2,0.9666666667,28,0.5333333333,2,0.9666666667,28,0.5333333333,28,0.5333333333,27,0.55,27,0.55,28,0.5333333333,2,0.9666666667,28,0.5333333333,,
Tcas,v26,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,,
Tcas,v27,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,27,0.55,,
Tcas,v28,30,0.5,30,0.5,30,0.5,30,0.5,5,0.9166666667,30,0.5,30,0.5,5,0.9166666667,30,0.5,5,0.9166666667,5,0.9166666667,30,0.5,,
Tcas,v29,30,0.5,30,0.5,30,0.5,30,0.5,30,0.5,30,0.5,30,0.5,5,0.9166666667,30,0.5,29,0.5166666667,30,0.5,30,0.5,,
Tcas,v30,31,0.4833333333,31,0.4833333333,31,0.4833333333,32,0.4666666667,31,0.4833333333,32,0.4666666667,32,0.4666666667,5,0.9166666667,32,0.4666666667,31,0.4833333333,31,0.4833333333,5,0.9166666667,,
Tcas,v31,5,0.9193548387,5,0.9193548387,5,0.9193548387,22,0.6451612903,5,0.9193548387,22,0.6451612903,22,0.6451612903,22,0.6451612903,3,0.9516129032,22,0.6451612903,5,0.9193548387,22,0.6451612903,,
Tcas,v32,5,0.9193548387,5,0.9193548387,5,0.9193548387,21,0.6612903226,5,0.9193548387,21,0.6612903226,21,0.6612903226,21,0.6612903226,4,0.935483871,21,0.6612903226,5,0.9193548387,21,0.6612903226,,
Tcas,v33,20,0.6666666667,20,0.6666666667,20,0.6666666667,5,0.9166666667,20,0.6666666667,5,0.9166666667,5,0.9166666667,20,0.6666666667,20,0.6666666667,20,0.6666666667,20,0.6666666667,20,0.6666666667,,
Tcas,v34,23,0.6166666667,23,0.6166666667,23,0.6166666667,23,0.6166666667,23,0.6166666667,23,0.6166666667,23,0.6166666667,23,0.6166666667,23,0.6166666667,23,0.6166666667,23,0.6166666667,23,0.6166666667,,
Tcas,v35,31,0.4833333333,31,0.4833333333,31,0.4833333333,32,0.4666666667,5,0.9166666667,32,0.4666666667,32,0.4666666667,5,0.9166666667,32,0.4666666667,5,0.9166666667,5,0.9166666667,32,0.4666666667,,
Tcas,v37,2,0.9666666667,2,0.9666666667,2,0.9666666667,32,0.4666666667,1,0.9833333333,32,0.4666666667,32,0.4666666667,31,0.4833333333,32,0.4666666667,1,0.9833333333,1,0.9833333333,28,0.5333333333,,
Tcas,v39,2,0.9666666667,2,0.9666666667,2,0.9666666667,28,0.5333333333,2,0.9666666667,28,0.5333333333,28,0.5333333333,27,0.55,27,0.55,28,0.5333333333,2,0.9666666667,28,0.5333333333,,
Tcas,v40,22,0.6333333333,22,0.6333333333,22,0.6333333333,22,0.6333333333,22,0.6333333333,22,0.6333333333,22,0.6333333333,22,0.6333333333,5,0.9166666667,5,0.9166666667,22,0.6333333333,22,0.6333333333,,
