,,Stat Debugging ALL (modified competition ranking),,,,,,,,,,,,,,,,,,,,,,,,,Source-Code Level Slicing,,,,,,,,,,,,
,,Ochiai,,Jaccard,,Tarantula,,wong1,,naish2,,russel_rao,,binary,,naish1,,GP02,,GP03,,GP13,,GP19,,,,,,,,slicing,Naish2,slicing,Naish2,slicing,Naish2,slicing,Naish2
SUBJECT,Version,LOC,Score ,LOC,Score,LOC,Scrore,LOC,Scrore,LOC,Scrore,LOC,Scrore,LOC,Scrore,LOC,Scrore,LOC,Scrore,LOC,Scrore,LOC,Scrore,LOC,Scrore,,Version,LOC,T-Score,,Slicing > Naish2,Inspect Top 10,Inspect Top 10,Inspect Top 50,Inspect Top 50,Inspect Top 5,Inspect Top 5,Inspect Top 15,Inspect Top 15
Coreutils,06aeeecb,172,0.4342105263,172,0.4342105263,172,0.4342105263,172,0.4342105263,172,0.4342105263,172,0.4342105263,172,0.4342105263,172,0.4342105263,172,0.4342105263,258,0.1513157895,172,0.4342105263,258,0.1513157895,,06aeeecb,108,0.6447368421,,1,,,,,,,,
Coreutils,2238ab57,72,0.7209302326,72,0.7209302326,72,0.7209302326,72,0.7209302326,72,0.7209302326,72,0.7209302326,72,0.7209302326,72,0.7209302326,72,0.7209302326,217,0.1589147287,72,0.7209302326,72,0.7209302326,,2238ab57,27,0.8953488372,,1,,,1,,,,,
Coreutils,5ee7d8f5,43,0.6090909091,43,0.6090909091,43,0.6090909091,43,0.6090909091,43,0.6090909091,43,0.6090909091,43,0.6090909091,43,0.6090909091,33,0.7,4,0.9636363636,43,0.6090909091,43,0.6090909091,,5ee7d8f5,27,0.7545454545,,1,,,1,1,,,,
Coreutils,6124a384,24,0.9850374065,24,0.9850374065,24,0.9850374065,341,0.7874064838,24,0.9850374065,341,0.7874064838,341,0.7874064838,24,0.9850374065,528,0.6708229426,1206,0.2481296758,24,0.9850374065,228,0.8578553616,,6124a384,57,0.9644638404,,,,,,1,,,,
Coreutils,62543570,2,0.9977703456,2,0.9977703456,2,0.9977703456,155,0.8272017837,2,0.9977703456,155,0.8272017837,155,0.8272017837,2,0.9977703456,189,0.7892976589,569,0.3656633222,2,0.9977703456,136,0.8483835006,,62543570,63,0.9297658863,,,,1,,1,,1,,1
Coreutils,6fc0ccf7,117,0.6355140187,117,0.6355140187,117,0.6355140187,117,0.6355140187,117,0.6355140187,117,0.6355140187,117,0.6355140187,117,0.6355140187,117,0.6355140187,197,0.3862928349,117,0.6355140187,197,0.3862928349,,6fc0ccf7,11,0.9657320872,,1,,,1,,,,1,
Coreutils,76f606a9,76,0.7007874016,76,0.7007874016,76,0.7007874016,76,0.7007874016,76,0.7007874016,76,0.7007874016,76,0.7007874016,76,0.7007874016,76,0.7007874016,215,0.1535433071,76,0.7007874016,76,0.7007874016,,76f606a9,31,0.8779527559,,1,,,1,,,,,
Coreutils,86e4b778,71,0.5170068027,71,0.5170068027,71,0.5170068027,71,0.5170068027,71,0.5170068027,71,0.5170068027,71,0.5170068027,71,0.5170068027,71,0.5170068027,44,0.7006802721,71,0.5170068027,115,0.2176870748,,86e4b778,58,0.6054421769,,1,,,,,,,,
Coreutils,a04ddb8d,5,0.9968924798,5,0.9968924798,5,0.9968924798,437,0.7284027346,5,0.9968924798,437,0.7284027346,437,0.7284027346,5,0.9968924798,225,0.8601615911,392,0.7563704164,5,0.9968924798,229,0.8576755749,,a04ddb8d,94,0.9415786203,,,,1,,1,,1,,1
Coreutils,a860ca32,91,0.4129032258,91,0.4129032258,91,0.4129032258,91,0.4129032258,91,0.4129032258,91,0.4129032258,91,0.4129032258,91,0.4129032258,91,0.4129032258,91,0.4129032258,91,0.4129032258,91,0.4129032258,,a860ca32,32,0.7935483871,,1,,,1,,,,,
Coreutils,b54b47f9,18,0.9411764706,18,0.9411764706,18,0.9411764706,148,0.5163398693,18,0.9411764706,148,0.5163398693,148,0.5163398693,18,0.9411764706,18,0.9411764706,119,0.6111111111,18,0.9411764706,148,0.5163398693,,b54b47f9,96,0.6862745098,,,,,,1,,,,
Coreutils,b8108fd2,83,0.496969697,83,0.496969697,83,0.496969697,83,0.496969697,83,0.496969697,83,0.496969697,83,0.496969697,83,0.496969697,83,0.496969697,83,0.496969697,83,0.496969697,83,0.496969697,,b8108fd2,52,0.6848484848,,1,,,,,,,,
Coreutils,be7932e8,47,0.8474025974,47,0.8474025974,47,0.8474025974,163,0.4707792208,47,0.8474025974,163,0.4707792208,163,0.4707792208,47,0.8474025974,47,0.8474025974,265,0.1396103896,47,0.8474025974,163,0.4707792208,,be7932e8,103,0.6655844156,,,,,,1,,,,
Coreutils,ec48bead,66,0.7843137255,66,0.7843137255,66,0.7843137255,66,0.7843137255,66,0.7843137255,66,0.7843137255,66,0.7843137255,66,0.7843137255,66,0.7843137255,197,0.3562091503,66,0.7843137255,263,0.1405228758,,ec48bead,64,0.7908496732,,1,,,,,,,,
Coreutils,f7f398a1,45,0.8571428571,45,0.8571428571,45,0.8571428571,86,0.726984127,45,0.8571428571,86,0.726984127,86,0.726984127,35,0.8888888889,146,0.5365079365,119,0.6222222222,45,0.8571428571,81,0.7428571429,,f7f398a1,68,0.7841269841,,,,,,1,,,,
Grep,c96b0f2c,56,0.7083333333,56,0.7083333333,56,0.7083333333,56,0.7083333333,56,0.7083333333,56,0.7083333333,56,0.7083333333,56,0.7083333333,86,0.5520833333,125,0.3489583333,56,0.7083333333,56,0.7083333333,,c96b0f2c,26,0.8645833333,,1,,,1,,,,,
Grep,2be0c659,178,0.0582010582,178,0.0582010582,178,0.0582010582,178,0.0582010582,108,0.4285714286,178,0.0582010582,178,0.0582010582,178,0.0582010582,30,0.8412698413,51,0.7301587302,178,0.0582010582,178,0.0582010582,,2be0c659,50,0.7354497355,,1,,,1,,,,,
Grep,7aa698d3,57,0.6918918919,57,0.6918918919,57,0.6918918919,57,0.6918918919,57,0.6918918919,57,0.6918918919,57,0.6918918919,57,0.6918918919,86,0.5351351351,120,0.3513513514,57,0.6918918919,57,0.6918918919,,7aa698d3,27,0.8540540541,,1,,,1,,,,,
Grep,3c3bdace,423,0.7274484536,423,0.7274484536,423,0.7274484536,423,0.7274484536,423,0.7274484536,423,0.7274484536,423,0.7274484536,423,0.7274484536,442,0.7152061856,1055,0.3202319588,423,0.7274484536,423,0.7274484536,,3c3bdace,1,0.9993556701,,1,1,,1,,1,,1,
Grep,c1cb19fe,498,0.6673346693,498,0.6673346693,498,0.6673346693,498,0.6673346693,498,0.6673346693,498,0.6673346693,498,0.6673346693,498,0.6673346693,614,0.5898463594,1038,0.3066132265,498,0.6673346693,498,0.6673346693,,c1cb19fe,72,0.9519038076,,1,,,,,,,,
Grep,8f08d8e2,99,0.4210526316,99,0.4210526316,99,0.4210526316,99,0.4210526316,99,0.4210526316,99,0.4210526316,99,0.4210526316,99,0.4210526316,144,0.1578947368,129,0.2456140351,99,0.4210526316,99,0.4210526316,,8f08d8e2,46,0.730994152,,1,,,1,,,,,
Grep,55cf7b6a,90,0.8964326812,90,0.8964326812,90,0.8964326812,90,0.8964326812,90,0.8964326812,90,0.8964326812,90,0.8964326812,90,0.8964326812,91,0.8952819333,299,0.6559263521,90,0.8964326812,90,0.8964326812,,55cf7b6a,56,0.9355581128,,1,,,,,,,,
Grep,9c45c193,73,0.9128878282,73,0.9128878282,73,0.9128878282,73,0.9128878282,73,0.9128878282,73,0.9128878282,73,0.9128878282,73,0.9128878282,324,0.6133651551,315,0.6241050119,73,0.9128878282,73,0.9128878282,,9c45c193,53,0.9367541766,,1,,,,,,,,
Grep,58195fab,293,0.6632183908,293,0.6632183908,293,0.6632183908,293,0.6632183908,293,0.6632183908,293,0.6632183908,293,0.6632183908,293,0.6632183908,13,0.9850574713,128,0.8528735632,293,0.6632183908,293,0.6632183908,,58195fab,60,0.9310344828,,1,,,,,,,,
Grep,6d952bee,32,0.5675675676,32,0.5675675676,32,0.5675675676,32,0.5675675676,32,0.5675675676,32,0.5675675676,32,0.5675675676,32,0.5675675676,60,0.1891891892,1,0.9864864865,32,0.5675675676,32,0.5675675676,,6d952bee,14,0.8108108108,,1,,,1,1,,,1,
Findutils,e6680237,22,0.9736526946,22,0.9736526946,22,0.9736526946,95,0.8862275449,22,0.9736526946,95,0.8862275449,95,0.8862275449,47,0.9437125749,63,0.9245508982,173,0.7928143713,22,0.9736526946,95,0.8862275449,,e6680237,34,0.9592814371,,,,,1,1,,,,
Findutils,183115d0,2,0.980952381,2,0.980952381,2,0.980952381,51,0.5142857143,2,0.980952381,51,0.5142857143,51,0.5142857143,2,0.980952381,29,0.7238095238,31,0.7047619048,2,0.980952381,7,0.9333333333,,183115d0,36,0.6571428571,,,,1,1,1,,1,,1
Findutils,e1d0a991,14,0.9828220859,14,0.9828220859,14,0.9828220859,71,0.9128834356,14,0.9828220859,71,0.9128834356,71,0.9128834356,18,0.9779141104,26,0.9680981595,28,0.9656441718,14,0.9828220859,14,0.9828220859,,e1d0a991,13,0.9840490798,,1,,,1,1,,,1,1
Findutils,93623752,767,0.3597662771,767,0.3597662771,767,0.3597662771,767,0.3597662771,195,0.8372287145,767,0.3597662771,767,0.3597662771,767,0.3597662771,97,0.9190317195,174,0.8547579299,767,0.3597662771,767,0.3597662771,,93623752,4,0.9966611018,,1,1,,1,,1,,1,
Findutils,b445af98,5,0.98046875,5,0.98046875,5,0.98046875,124,0.515625,5,0.98046875,124,0.515625,124,0.515625,3,0.98828125,3,0.98828125,68,0.734375,5,0.98046875,51,0.80078125,,b445af98,23,0.91015625,,,,1,1,1,,1,,1
Findutils,c8491c11,755,0.3568994889,755,0.3568994889,755,0.3568994889,755,0.3568994889,104,0.9114139693,755,0.3568994889,755,0.3568994889,755,0.3568994889,689,0.4131175468,82,0.930153322,755,0.3568994889,755,0.3568994889,,c8491c11,19,0.9838160136,,1,,,1,,,,,
Findutils,dbcb10e9,29,0.9747166521,29,0.9747166521,29,0.9747166521,106,0.9075850044,29,0.9747166521,106,0.9075850044,106,0.9075850044,68,0.9407149085,218,0.8099389712,700,0.3897122929,29,0.9747166521,68,0.9407149085,,dbcb10e9,17,0.9851787271,,1,,,1,1,,,,
Findutils,091557f6,73,0.6945606695,73,0.6945606695,73,0.6945606695,85,0.6443514644,73,0.6945606695,85,0.6443514644,85,0.6443514644,73,0.6945606695,3,0.9874476987,3,0.9874476987,73,0.6945606695,78,0.6736401674,,091557f6,35,0.8535564854,,1,,,1,,,,,
Findutils,07b941b1,552,0.4545454545,552,0.4545454545,552,0.4545454545,552,0.4545454545,552,0.4545454545,552,0.4545454545,552,0.4545454545,552,0.4545454545,552,0.4545454545,552,0.4545454545,552,0.4545454545,552,0.4545454545,,07b941b1,1,0.9990118577,,1,1,,1,,1,,1,
Findutils,24e2271e,67,0.5988023952,67,0.5988023952,67,0.5988023952,77,0.5389221557,67,0.5988023952,77,0.5389221557,77,0.5389221557,67,0.5988023952,94,0.4371257485,66,0.6047904192,67,0.5988023952,62,0.628742515,,24e2271e,32,0.8083832335,,1,,,1,,,,,
Findutils,6e4cecb6,85,0.835589942,85,0.835589942,85,0.835589942,192,0.6286266925,85,0.835589942,192,0.6286266925,192,0.6286266925,85,0.835589942,16,0.9690522244,125,0.7582205029,85,0.835589942,125,0.7582205029,,6e4cecb6,15,0.9709864603,,1,,,1,,,,1,
Findutils,66c536bb,704,0.3867595819,704,0.3867595819,704,0.3867595819,704,0.3867595819,704,0.3867595819,704,0.3867595819,704,0.3867595819,704,0.3867595819,704,0.3867595819,704,0.3867595819,704,0.3867595819,704,0.3867595819,,66c536bb,4,0.9965156794,,1,1,,1,,1,,1,
Tcas,v1,5,0.9166666667,5,0.9166666667,5,0.9166666667,47,0.2166666667,5,0.9166666667,47,0.2166666667,47,0.2166666667,43,0.2833333333,15,0.75,16,0.7333333333,5,0.9166666667,32,0.4666666667,,v1,24,0.6,,,,1,1,1,,1,,1
Tcas,v2,17,0.7166666667,18,0.7,18,0.7,44,0.2666666667,17,0.7166666667,44,0.2666666667,44,0.2666666667,13,0.7833333333,27,0.55,17,0.7166666667,17,0.7166666667,16,0.7333333333,,v2,27,0.55,,,,,1,1,,,,
