find.c:1097	0.512195	0.218218	0.047619	1.000000	0.090909	0.045455	1.000000	1.000000	8.472136	1.863367	1.024390	4.242641
find.c:1104	0.512195	0.218218	0.047619	1.000000	0.090909	0.045455	1.000000	1.000000	8.472136	1.863367	1.024390	4.242641
find.c:1105	0.512195	0.218218	0.047619	1.000000	0.090909	0.045455	1.000000	1.000000	8.472136	1.863367	1.024390	4.242641
find.c:1106	0.512195	0.218218	0.047619	1.000000	0.090909	0.045455	1.000000	1.000000	8.472136	1.863367	1.024390	4.242641
find.c:1107	0.512195	0.218218	0.047619	1.000000	0.090909	0.045455	1.000000	1.000000	8.472136	1.863367	1.024390	4.242641
find.c:1109	1.000000	1.000000	1.000000	1.000000	1.000000	0.045455	1.000000	21.000000	11.165151	1.000000	2.000000	4.690416
find.c:1112	1.000000	1.000000	1.000000	1.000000	1.000000	0.045455	1.000000	21.000000	11.165151	1.000000	2.000000	4.690416
find.c:1120	0.512195	0.218218	0.047619	1.000000	0.090909	0.045455	1.000000	1.000000	8.472136	1.863367	1.024390	4.242641
find.c:1121	0.512195	0.218218	0.047619	1.000000	0.090909	0.045455	1.000000	1.000000	8.472136	1.863367	1.024390	4.242641
find.c:1123	0.512195	0.218218	0.047619	1.000000	0.090909	0.045455	1.000000	1.000000	8.472136	1.863367	1.024390	4.242641
find.c:1124	0.512195	0.218218	0.047619	1.000000	0.090909	0.045455	1.000000	1.000000	8.472136	1.863367	1.024390	4.242641
find.c:1149	0.512195	0.218218	0.047619	1.000000	0.090909	0.045455	1.000000	1.000000	8.472136	1.863367	1.024390	4.242641
find.c:1159	0.512195	0.218218	0.047619	1.000000	0.090909	0.045455	1.000000	1.000000	8.472136	1.863367	1.024390	4.242641
find.c:1162	0.512195	0.218218	0.047619	1.000000	0.090909	0.045455	1.000000	1.000000	8.472136	1.863367	1.024390	4.242641
find.c:1163	0.512195	0.218218	0.047619	1.000000	0.090909	0.045455	1.000000	1.000000	8.472136	1.863367	1.024390	4.242641
